SKU,Item Name,Vendor Code,Purchase UOM,Pack Size,Inventory UOM,Conversion Factor,Measure Type,Recipe UOM
IT1432,"Orange - Bev 1each","","bottle","750mL","mL",25.3605,Each,"oz"
IT1432,"Orange - Bev 1each","1432","case","113/1each","each",113,Each,"oz"
IT1432,"Orange - Bev 1each","1432","case","88/1each","each",88,Each,"oz"
IT9578,"Orange - Bev 1lb","","bottle","1L","L",33.814,Each,"oz"
IT9578,"Orange - Bev 1lb","9578","case","5/1lb","lb",80,Each,"oz"
IT9578,"Orange - Bev 1lb","9578","case","10/1lb","lb",160,Each,"oz"
BARC000044,"Orange Juice - Bev 1gal","","bottle","1gal","gal",128,Each,"oz"
BARC000044,"Orange Juice - Bev 1gal","","bottle","1gal","gal",128,Each,"oz"
BARC000044,"Orange Juice - Bev 1gal","1751","case","4/1gal","gal",512,Each,"oz"
BARC000045,"Orange Juice 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
BARC000045,"Orange Juice 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
IT357079,"Orange Juice 1each","357079","bottle","1each","each",1,Each,"oz"
BARC000046,"orange juice 3L 3L","","bottle","3L","L",101.442,Each,"oz"
IT25593,"Orchid 50each","","bottle","750mL","mL",25.3605,Each,"oz"
IT25593,"Orchid 50each","25593","bottle","50each","each",50,Each,"oz"
IT985862,"Owens Mixer Ginger Beer 240ml","985862","case","24/240mL","mL",194.7686,Each,"oz"
BARC000047,"Owens Mixer Ginger Beer 250ml","985862","case","24/250mL","mL",202.884,Each,"oz"
IT618390,"owens mixers club soda 240ml","618390","case","24/240mL","mL",194.7686,Each,"oz"
IT618388,"owens mixers club soda 250ml","","bottle","250mL","mL",8.4535,Each,"oz"
IT618388,"owens mixers club soda 250ml","618388","case","24/250mL","mL",202.884,Each,"oz"
IT561668,"owens mixers tonic 240ml","","bottle","240mL","mL",8.1154,Each,"oz"
IT561668,"owens mixers tonic 240ml","561668","case","24/240mL","mL",194.7686,Each,"oz"
IT578045,"owens mixers tonic 250ml","","bottle","250mL","mL",8.4535,Each,"oz"
IT578045,"owens mixers tonic 250ml","578045","case","24/250mL","mL",202.884,Each,"oz"
IT12997,"Passion Fruit Puree 1kg","","bottle","750mL","mL",25.3605,Each,"oz"
IT12997,"Passion Fruit Puree 1kg","12997","case","6/1kg","kg",6,Each,"oz"
IT70128,"Passion Fruit Puree 1lb","","bottle","1L","L",33.814,Each,"oz"
IT70128,"Passion Fruit Puree 1lb","70128","case","13/1lb","lb",208,Each,"oz"
IT70128,"Passion Fruit Puree 1lb","","case","1ea","ea",1,Each,"oz"
IT4404BO0720,"Passionfruit Puree - Bev 1kg","4404BO0720","bottle","1kg","kg",1,Each,"oz"
IT4404BO0720,"Passionfruit Puree - Bev 1kg","4404BO0720","case","6/1kg","kg",6,Each,"oz"
BARC000048,"Passionfruit Syrup 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
IT9251422,"Peach Puree Syrup 16.9fl.oz","9251422","case","6/16.9oz","oz",101.4,Each,"oz"
IT9696,"Pick Up Item - Bev 1each","9696","bottle","1each","each",1,Each,"oz"
IT5333711,"Pimento Stuffed Olives 1gal","5333711","case","4/1gal","gal",512,Each,"oz"
IT5333711,"Pimento Stuffed Olives 1gal","5333711","bottle","1gal","gal",128,Each,"oz"
IT16102,"Pineapple - Bev 1each","","bottle","750mL","mL",25.3605,Each,"oz"
IT16102,"Pineapple - Bev 1each","16102","bottle","1each","each",1,Each,"oz"
IT16102,"Pineapple - Bev 1each","78096","case","2/1each","each",2,Each,"oz"
IT16102,"Pineapple - Bev 1each","78096","case","8/1each","each",8,Each,"oz"
IT16102,"Pineapple - Bev 1each","","case","1ea","ea",1,Each,"oz"
BARC000049,"Pineapple Juice 1gal","","bottle","1gal","gal",128,Each,"oz"
BARC000050,"Pineapple Juice 3L","","bottle","3L","L",101.442,Each,"oz"
BARC000051,"Pineapple Juice 46fl.oz","","bottle","750mL","mL",25.3605,Each,"oz"
BARC000051,"Pineapple Juice 46fl.oz","","case","12/46oz","oz",552,Each,"oz"
IT9021866,"Pineapple Juice 6oz","9021866","case","48/6oz","oz",288,Each,"oz"
IT1324,"Pink Guava Puree 30fl.oz","1324","case","6/30oz","oz",180,Each,"oz"
IT1324,"Pink Guava Puree 30fl.oz","","case","1ea","ea",1,Each,"oz"
BARC000052,"Pumpkin Sprice Syrup 750ml","","bottle","750mL","mL",25.3605,Each,"oz"
BARC000052,"Pumpkin Sprice Syrup 750ml","","bottle","750mL","mL",25.3605,Each,"oz"
IT9559,"Raspberries 1each","9559","case","3/1each","each",3,Each,"oz"
IT9559,"Raspberries 1each","9559","bottle","1each","each",1,Each,"oz"
IT12003,"Raspberry - Bev 6oz","12003","bottle","6oz","oz",6,Each,"oz"
BARC000053,"Raspberry Juice 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
IT70124,"Raspberry Puree 1kg","70124","case","6/1kg","kg",6,Each,"oz"
BARC000054,"Raspberry Syrup 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
BARC000055,"Red Pepper Stuffed Olive 3.3lb","22472","bottle","3.3lb","lb",52.8,Each,"oz"
VN914617,"Rose Water 10fl.oz","","bottle","750mL","mL",25.3605,Each,"oz"
VN914617,"Rose Water 10fl.oz","VN914617","bottle","10oz","oz",10,Each,"oz"
IT850,"Rosemary 8oz","850","case","2/8oz","oz",16,Each,"oz"
IT5182720,"Roses Grenadine 1L","5182720","bottle","1L","L",33.814,Each,"oz"
IT1409,"Ruby Grapefruit 1each","","bottle","750mL","mL",25.3605,Each,"oz"
IT1409,"Ruby Grapefruit 1each","1409","case","32/1each","each",32,Each,"oz"
IT1409,"Ruby Grapefruit 1each","","case","1ea","ea",1,Each,"oz"
BARC000056,"Scrappy’s Firewater Tincture 5oz","99012","bottle","5oz","oz",5,Each,"oz"
BARC000056,"Scrappy’s Firewater Tincture 5oz","","case","1ea","ea",1,Each,"oz"
IT77836,"Shiso Leaves 1pack","77836","bottle","1each","each",1,Each,"oz"
IT1544014,"Simple Syrup 1gal","1544014","case","4/1gal","gal",512,Each,"oz"
BARC000057,"Standard Dehydrated Orange Wheel 1each","","bottle","750mL","mL",25.3605,Each,"oz"
BARC000057,"Standard Dehydrated Orange Wheel 1each","","case","100/1each","each",100,Each,"oz"
IT1057,"Strawberry - Bev 1case","1057","bottle","1each","each",1,Each,"oz"
IT1205582,"Strawberry - Bev 1lb","1205582","case","4/1lb","lb",64,Each,"oz"
IT1205582,"Strawberry - Bev 1lb","9560","case","5/1lb","lb",80,Each,"oz"
IT1205582,"Strawberry - Bev 1lb","12005","case","8/1lb","lb",128,Each,"oz"
BARC000058,"Strawberry Juice 1gal","","bottle","1gal","gal",128,Each,"oz"
BARC000059,"Strawberry Syrup 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
BARC000059,"Strawberry Syrup 0.5gal","","case","2/0.5gal","gal",128,Each,"oz"
BARC000059,"Strawberry Syrup 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
BARC000060,"Strawberry Syrup 1gal","","bottle","1gal","gal",128,Each,"oz"
IT993101,"Sweet & Sour Mix 1L","993101","case","12/1L","L",405.768,Each,"oz"
IT10142366,"Tajin 1each","10142366","case","12/1each","each",12,Each,"oz"
IT10142366,"Tajin 1each","18771","case","24/1each","each",24,Each,"oz"
IT3769,"Tangerine 1lb","","bottle","1L","L",33.814,Each,"oz"
IT3769,"Tangerine 1lb","3769","case","5/1lb","lb",80,Each,"oz"
IT814,"Thai Basil - Bev 1lb","814","bottle","1lb","lb",16,Each,"oz"
IT20362,"vanilla bean paste 1quart","20362","bottle","1qt","qt",32,Each,"oz"
BARC000061,"Vanilla Orange Demerara Syrup 1gal","","bottle","1gal","gal",128,Each,"oz"
GB932,"Vanilla Puree 32oz","","case","1ea","ea",1,Each,"oz"
GB932,"Vanilla Puree 32oz","","bottle","32oz","oz",32,Each,"oz"
GB932,"Vanilla Puree 32oz","GB932","bottle","32oz","oz",32,Each,"oz"
GB932,"Vanilla Puree 32oz","","case","1ea","ea",1,Each,"oz"
GB932,"Vanilla Puree 32oz","","case","1ea","ea",1,Each,"oz"
BARC000062,"Watermelon Juice 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
BARC000062,"Watermelon Juice 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
BARC000063,"Watermelon Juice 1gal","","bottle","1gal","gal",128,Each,"oz"
BARC000064,"Watermelon Juice 3L","","bottle","3L","L",101.442,Each,"oz"
VN320010,"White Peach Puree - Bev 30oz","VN320010","bottle","30oz","oz",30,Each,"oz"
IT4404BO0724N,"White Peach Puree 1kg","4404BO0724N","bottle","1kg","kg",1,Each,"oz"
IT1317,"White Peach Puree 1L","1317","case","6/1L","L",202.884,Each,"oz"
IT28317,"White Pearl Onion 1lb","","bottle","1L","L",33.814,Each,"oz"
IT28317,"White Pearl Onion 1lb","28317","case","5/1lb","lb",80,Each,"oz"
GV369,"Yuzu Citrus Juice 750ml","","case","1ea","ea",1,Each,"oz"
GV369,"Yuzu Citrus Juice 750ml","GV369","bottle","750mL","mL",25.3605,Each,"oz"
GV369,"Yuzu Citrus Juice 750ml","","case","1ea","ea",1,Each,"oz"
GV369,"Yuzu Citrus Juice 750ml","","case","1ea","ea",1,Each,"oz"
BARC000065,"Zing Zang Sweet & Sour Mix 32fl.oz","","bottle","750mL","mL",25.3605,Each,"oz"
BARC000065,"Zing Zang Sweet & Sour Mix 32fl.oz","993101","case","6/32oz","oz",192,Each,"oz"
IT662,"Bud Light 12fl.oz","","case","6/12oz","oz",72,Volume,"oz"
BRSPEBUDLIG,"Bud Light Loose B 12OZ","","case","1ea","ea",1,Volume,"oz"
BRSPEBUDLIG,"Bud Light Loose B 12OZ","321764","bottle","12oz","oz",12,Volume,"oz"
BRSPEBUDLIG,"Bud Light Loose B 12OZ","323764","bottle","12oz","oz",12,Volume,"oz"
IT32500,"Budweiser 12fl.oz","32500","bottle","12oz","oz",12,Volume,"oz"
IT32500,"Budweiser 12fl.oz","","case","24/12oz","oz",288,Volume,"oz"
BRSPECORONA,"Corona Extra Loose B 12OZ","","case","1ea","ea",1,Volume,"oz"
BRSPECORONA,"Corona Extra Loose B 12OZ","343170","bottle","12oz","oz",12,Volume,"oz"
BRSPECORONA,"Corona Extra Loose B 12OZ","343320","bottle","12oz","oz",12,Volume,"oz"
ESPRESSO001,"Espresso Beans (lb)","","bottle","750mL","mL",750,Volume,"lb"
IT2251,"Estrella - Bev 12fl.oz","2251","case","24/12oz","oz",288,Volume,"oz"
11850,"Estrella - Bev 12fl.oz","11850","case","24/12fl","fl",288,Volume,"oz"
BRGENFEVERT,"Fever Tree Ginger Beer","","bottle","750mL","mL",750,Volume,"oz"
IT43315,"Goose Island IPA 12fl.oz","","bottle","750mL","mL",25.3605,Volume,"oz"
IT43315,"Goose Island IPA 12fl.oz","43315","case","6/12oz","oz",72,Volume,"oz"
IT43315,"Goose Island IPA 12fl.oz","","case","1ea","ea",1,Volume,"oz"
IT43315,"Goose Island IPA 12fl.oz","43315","case","12/12oz","oz",144,Volume,"oz"
IT43315,"Goose Island IPA 12fl.oz","2044","case","24/12oz","oz",288,Volume,"oz"
67185,"Goose Island IPA 12fl.oz","67185","case","24/12fl","fl",288,Volume,"oz"
IT4435,"Hoegaarden 11.2fl.oz","4435","case","24/11.2oz","oz",268.8,Volume,"oz"
ICEBAG10LB,"Ice Bag 10lb","","bottle","10L","L",10,Volume,"oz"
IT012345678901,"Jack Daniel's Old No. 7 Tennessee Whiskey","","bottle","750mL","mL",750,Volume,"bottle"
IT14164,"Mango Cart 12fl.oz","","bottle","750mL","mL",25.3605,Volume,"oz"
IT14164,"Mango Cart 12fl.oz","14164","case","24/12oz","oz",288,Volume,"oz"
14164,"Mango Cart 12fl.oz","14164","case","24/12fl","fl",288,Volume,"oz"
BRGENMICHEL,"Michelob Ultra 12fl.oz","","case","24/12oz","oz",288,Volume,"oz"
BRGENSTELLA,"Stella Artois 11.2fl.oz","","case","24/11.2oz","oz",268.8,Volume,"oz"
BRGENSTELLA,"Stella Artois 11.2fl.oz","39774","case","6/11.2oz","oz",67.2,Volume,"oz"
39775,"Stella Artois 11.2fl.oz","39775","case","24/11.2fl","fl",268.8,Volume,"oz"
BRGENSTELLA01,"Stella Artois Cidre 6 12OZ","","bottle","12oz","oz",12,Volume,"oz"
BRSPESTELLA,"Stella Artois Loose B 16OZ","","case","1ea","ea",1,Volume,"oz"
BRSPESTELLA,"Stella Artois Loose B 16OZ","","bottle","16oz","oz",16,Volume,"oz"
IT4504,"Stella Liberte 11.2fl.oz","","bottle","750mL","mL",25.3605,Volume,"oz"
IT4504,"Stella Liberte 11.2fl.oz","4504","case","24/11.2oz","oz",268.8,Volume,"oz"
18894,"Stella Liberte 11.2fl.oz","18894","case","24/11.2fl","fl",268.8,Volume,"oz"
IT098765432109,"Tito's Handmade Vodka 750mL","","case","6/750mL","mL",4500,Volume,"bottle"
IT098765432109,"Tito's Handmade Vodka 750mL","","bottle","750mL","mL",750,Volume,"bottle"
IT098765432109,"Tito's Handmade Vodka 750mL","","bottle","1L","L",1,Volume,"bottle"
IT098765432109,"Tito's Handmade Vodka 750mL","","case","12/750mL","mL",9000,Volume,"bottle"
MILKWHOLEGAL,"Whole Milk (gal)","","bottle","750mL","mL",750,Volume,"gal"
55266,"Acqua Panna - Bev 1L","55266","case","12/1l","l",12,Volume,"oz"
09560,"Bar Consumables 1each","09560","each","1each","each",1,Each,"ea"
09557,"Blackberries 1each","09557","case","3/1each","each",3,Each,"ea"
01452,"Blood Orange - Bev 1Case","01452","each","1case","case",1,Each,"ea"
22002,"Castelveltrano Olives 1lb","22002","case","8/1lb","lb",128,Volume,"oz"
10456546N,"Coffee Cold Brew Bright 8oz","10456546N","case","12/8oz","oz",96,Volume,"oz"
10441563,"Coffee Cold Brew Nola 10.66fl.oz","10441563","case","12/10.66fl","fl",127.92,Volume,"oz"
SPRSHGCOKE,"Coke - Bev 8fl.oz","SPRSHGCOKE","case","24/8fl","fl",192,Volume,"oz"
SPRSCOKE35,"Coke 12fl.oz","SPRSCOKE35","case","35/12fl","fl",420,Volume,"oz"
SPWEB1982,"Cranberry Juice 64fl.oz","SPWEB1982","case","8/64fl","fl",512,Volume,"oz"
09584,"Cucumber - Bev 1each","09584","case","3/1each","each",3,Each,"ea"
10359,"Cucumber, Hot House - Bev 1each","10359","case","3/1each","each",3,Each,"ea"
SPJETDCOKE,"Diet Coke - Bev 8fl.oz","SPJETDCOKE","case","24/8fl","fl",192,Volume,"oz"
101291,"Dirty Sue Olive Juice 375ml","101291","case","12/375ml","ml",4500,Volume,"oz"
71713,"Dirty Sue Olive Juice 750ml","71713","case","12/750ml","ml",9000,Volume,"oz"
PT-EG50	,"Earl Grey - Pyramid Teabags 1each","PT-EG50	","case","50/1each","each",50,Volume,"oz"
PT-EC50,"Egyptian Chamomile - Pyramid Teabags 1each","PT-EC50","case","50/1each","each",50,Volume,"oz"
358459,"Fee Bros Fee Foam 5oz","358459","case","12/5oz","oz",60,Volume,"oz"
597492,"Fever Tree Club Soda 200ml","597492","case","24/200ml","ml",4800,Volume,"oz"
09919,"Fever Tree Club Soda 500ml","09919","case","8/500ml","ml",4000,Volume,"oz"
632061,"Fever Tree Ginger Ale Can 250ml","632061","case","24/250ml","ml",6000,Volume,"oz"
598153,"Fever Tree Mediterranean Tonic 200ml","598153","case","24/200ml","ml",4800,Volume,"oz"
09911,"Fever Tree Tonic Water 200ml","09911","case","24/200ml","ml",4800,Volume,"oz"
593848,"Filthy Bloody Mary Mix 8fl.oz","593848","case","12/8fl","fl",96,Volume,"oz"
595375,"Filthy Olive Brine, Pouch 8fl.oz","595375","case","12/8fl","fl",96,Volume,"oz"
88951,"Fresno Red 1lb","88951","each","1lb","lb",16,Volume,"oz"
09589,"Ginger - Bev 1lb","09589","case","2/1lb","lb",32,Volume,"oz"
00778,"Granulated Sugar - Bev 1lb","00778","case","25/1lb","lb",400,Volume,"oz"
71403,"Grapefruit 1 each - Bev 1each","71403","case","3/1each","each",3,Each,"ea"
PT-GPO50	,"Green Pomegranate - Pyramid Teabags 1each","PT-GPO50	","case","50/1each","each",50,Volume,"oz"
07596,"Half & Half 0.5gal","07596","each","0.5gal","gal",64,Volume,"oz"
00327,"Honey 1lb","00327","case","5/1lb","lb",80,Volume,"oz"
PT-JR50,"Jasmine Reserve - Pyramid Teabags 1each","PT-JR50","case","50/1each","each",50,Volume,"oz"
jolene-black-cold-brew-24-cans,"Jolene Cold Brew 1each","jolene-black-cold-brew-24-cans","case","24/1each","each",24,Volume,"oz"
jolene-oat-milk-latte-24-cans,"Jolene Oat Milk Latte 1each","jolene-oat-milk-latte-24-cans","case","24/1each","each",24,Volume,"oz"
1853,"La Colombe Cold Brew Concentrate BIB 3gal","1853","each","3gal","gal",384,Volume,"oz"
01417,"Lemon - Bev 1each","01417","case","165/1each","each",165,Each,"ea"
91417,"Lemon - Bev 1lb","91417","case","5/1lb","lb",80,Volume,"oz"
01424,"Lime 1each","01424","case","150/1each","each",150,Each,"ea"
91424,"Lime 1lb","91424","case","5/1lb","lb",80,Volume,"oz"
981535,"Liquid Alchemist Ginger Syrup 375ml","981535","case","6/375ml","ml",2250,Volume,"oz"
981532,"Liquid Alchemist Ginger Syrup 750ml","981532","case","6/750ml","ml",4500,Volume,"oz"
981525,"Liquid Alchemist Grenadine 375ml","981525","case","6/375ml","ml",2250,Volume,"oz"
983135,"Liquid Alchemist Orgeat Syrup 375ml","983135","case","6/375ml","ml",2250,Volume,"oz"
981523,"Liquid Alchemist Passionfruit 375ml","981523","case","6/375ml","ml",2250,Volume,"oz"
981540,"Liquid Alchemist Prickly Pair 750ml","981540","case","6/750ml","ml",4500,Volume,"oz"
318964,"Luxardo Maraschino Cherries 400g","318964","each","400g","g",14.1096,Weight,"oz"
9672258,"Lyre's Spritz Amalfi 250ml","9672258","case","24/250ml","ml",6000,Volume,"oz"
78168,"Mango - Bev 1each","78168","case","3/1each","each",3,Each,"ea"
4404BO0680,"Mango Puree - Bev 1kg","4404BO0680","each","1kg","kg",1,Weight,"oz"
00830,"Mint - Bev 1lb","00830","each","1lb","lb",16,Volume,"oz"
09595,"Mint - Bev 4oz","09595","each","4oz","oz",4,Volume,"oz"
10754931,"Oat Milk 1L","10754931","case","6/1l","l",6,Volume,"oz"
27022,"Oat Milk 32fl.oz","27022","case","12/32fl","fl",384,Volume,"oz"
01432,"Orange - Bev 1each","01432","case","88/1each","each",88,Each,"ea"
09578,"Orange - Bev 1lb","09578","case","5/1lb","lb",80,Volume,"oz"
01751,"Orange Juice - Bev 1gal","01751","each","1gal","gal",128,Volume,"oz"
PT-FLG50,"Organic French Lemon Ginger - Pyramid Teabags 1each","PT-FLG50","case","50/1each","each",50,Volume,"oz"
PT-PCM50,"Pacific Coast Mint - Pyramid Teabags 1each","PT-PCM50","case","50/1each","each",50,Volume,"oz"
4404BO0720,"Passionfruit Puree - Bev 1kg","4404BO0720","each","1kg","kg",1,Weight,"oz"
18113,"Pick Up Item - Bev 1each","18113","each","1each","each",1,Each,"ea"
78096,"Pineapple - Bev 1each","78096","case","2/1each","each",2,Each,"ea"
VN150474,"Pineapple Ring Dehydrated 5lb","VN150474","each","5lb","lb",80,Volume,"oz"
13888,"Pomegranate Juice 24oz","13888","each","24oz","oz",24,Volume,"oz"
09559,"Raspberries 1each","09559","each","1each","each",1,Each,"ea"
201010,"Red Bull 8.4fl.oz","201010","case","24/8.4fl","fl",201.6,Volume,"oz"
409127,"Red Bull Sugar Free 1each","409127","case","24/1each","each",24,Volume,"oz"
982819,"Red Bull Watermelon 8.4fl.oz","982819","case","24/8.4fl","fl",201.6,Volume,"oz"
PT-RB50	,"Rose Black - Pyramid Teabags 1each","PT-RB50	","case","50/1each","each",50,Volume,"oz"
76634,"San Pellegrino 1L","76634","case","12/1l","l",12,Volume,"oz"
139686,"San Pellegrino 750ml","139686","case","15/750ml","ml",11250,Volume,"oz"
099012,"Scrappy’s Firewater Tincture 5oz","099012","each","5oz","oz",5,Volume,"oz"
PT-SG50	,"Sencha Green - Pyramid Teabags 1each","PT-SG50	","case","50/1each","each",50,Volume,"oz"
SPSC536383,"Sprite 12fl.oz","SPSC536383","case","35/12fl","fl",420,Volume,"oz"
SPRSSPRTE,"Sprite 8fl.oz","SPRSSPRTE","case","24/8fl","fl",192,Volume,"oz"
18771,"Tajin 1each","18771","case","24/1each","each",24,Each,"ea"
03769,"Tangerine 1lb","03769","case","5/1lb","lb",80,Volume,"oz"
22253,"Tangerine Juice 0.5gal","22253","each","0.5gal","gal",64,Volume,"oz"
10444781,"Topo Chico 12fl.oz","10444781","case","24/12fl","fl",288,Volume,"oz"
24717,"Topo Chico 12oz","24717","case","24/12oz","oz",288,Volume,"oz"
10444772,"Topo Chico 25.4oz","10444772","case","12/25.4oz","oz",304.8,Volume,"oz"
10513504,"Unsweetened Almond Milk 32oz","10513504","case","6/32oz","oz",192,Volume,"oz"
18905,"Verve Coffee 1(LB)","18905","each","1each","each",1,Volume,"oz"
PT-WCC50,"White Coconut Creme - Pyramid Teabags 1each","PT-WCC50","case","50/1each","each",50,Volume,"oz"
10300103N,"Almond Milk, Califa Barista 32fl.oz","10300103N","case","12/32fl","fl",384,Volume,"oz"
1116178,"American Cheese, Loaf 1lb","1116178","case","5/1lb","lb",80,Volume,"oz"
IT02317,"American Cheese, Sliced 1lb","02317","case","5/1lb","lb",80,Each,"oz"
02317,"American Cheese, Sliced 1lb","02317","case","5/1lb","lb",80,Volume,"oz"
IT10229239,"Blood Orange Sorbet 5L","","bottle","5L","L",169.07,Each,"oz"
10229239,"Blood Orange Sorbet 5L","10229239","each","5l","l",5,Volume,"oz"
12197,"Burrata 1lb","12197","case","6/1lb","lb",96,Volume,"oz"
IT12197,"Burrata 1lb","12197","case","6/1lb","lb",96,Each,"oz"
930710,"Burrata 4oz","930710","case","16/4oz","oz",64,Volume,"oz"
IT25635,"Burrata 4oz","25635","case","12/4oz","oz",48,Each,"oz"
IT25635,"Burrata 4oz","930710","case","16/4oz","oz",64,Each,"oz"
25635,"Burrata 8oz","25635","case","6/8oz","oz",48,Volume,"oz"
DYGENBUTTER,"Butter Beans 6/20 OZ","","case","6/20oz","oz",120,Each,"unit"
DYGENBUTTER,"Butter Beans 6/20 OZ","","case","1ea","ea",1,Each,"unit"
DYGENBUTTER01,"Butter Beans 6/20 OZ","","case","6/20oz","oz",120,Each,"unit"
13886,"Butter, European Style 1lb","13886","case","36/1lb","lb",576,Volume,"oz"
IT13886,"Butter, European Style 1lb","13886","case","36/1lb","lb",576,Each,"oz"
IT1099985,"Butter, Plant Based 1lb","1099985","case","36/1lb","lb",576,Each,"oz"
1099985,"Butter, Plant Based 1lb","1099985","case","36/1lb","lb",576,Volume,"oz"
BB104,"Butter, Unsalted 1lb","BB104","case","36/1lb","lb",576,Each,"oz"
BB104,"Butter, Unsalted 1lb","","case","1ea","ea",1,Each,"oz"
IT05803,"Buttermilk 0.5gal","BF104","bottle","0.5gal","gal",64,Each,"oz"
IT109148,"Cabot Clothbound Cheese 1lb","","bag","1lb","lb",16,Each,"oz"
109148,"Cabot Clothbound Cheese 1lb","109148","each","1lb","lb",16,Volume,"oz"
IT12025,"Camembert 8oz","12025","case","6/8oz","oz",48,Each,"oz"
12025,"Camembert 8oz","12025","case","6/8oz","oz",48,Volume,"oz"
IT72298,"Cheddar Cheese, Shredded 1lb","72298","case","5/1lb","lb",80,Each,"oz"
72298,"Cheddar Cheese, Shredded 1lb","72298","case","5/1lb","lb",80,Volume,"oz"
IT12027,"Cheddar Cheese, White Vintage 1lb","12027","case","5/1lb","lb",80,Each,"oz"
12027,"Cheddar Cheese, White Vintage 1lb","12027","case","5/1lb","lb",80,Volume,"oz"
EI400960N,"Cheddar White, Sliced 1lb","EI400960N","case","5/1lb","lb",80,Each,"oz"
DYGENCHEESE,"Cheese Cloth 36" Regency Wraps 60/70 Yards PC Pl#: 18","","each","1each","each",1,Each,"unit"
DYGENCHEESE01,"Cheese Cream Bulgarian 1/60 LB","","case","60lb","lb",60,Each,"unit"
DYGENCHEESE01,"Cheese Cream Bulgarian 1/60 LB","","case","1ea","ea",1,Each,"unit"
IT05567,"CHEESE-BERMUDA TRIANGLE (lbs) 1lb","","bag","1lb","lb",16,Each,"oz"
05567,"CHEESE-BERMUDA TRIANGLE (lbs) 1lb","05567","each","1lb","lb",16,Volume,"oz"
DYGENCHSCRE01,"CHS Cream Cheese 6/3 LB","","case","6/3lb","lb",18,Each,"unit"
DYGENCHSCRE01,"CHS Cream Cheese 6/3 LB","","case","1ea","ea",1,Each,"unit"
DYGENCHSCRE,"CHS Cream Cheese 6/3 LB","","case","6/3lb","lb",18,Each,"unit"
DYGENCHSCRE,"CHS Cream Cheese 6/3 LB","","case","1ea","ea",1,Each,"unit"
DYGENCHSCRE02,"CHS Cream Cheese 6/3 LB BC Pit#: 2","","case","6/3lb","lb",18,Each,"unit"
DYGENCHSCRE02,"CHS Cream Cheese 6/3 LB BC Pit#: 2","","case","1ea","ea",1,Each,"unit"
DYGENCHSPAR01,"CHS Parmesan Grated 1/5 LB PC (4 PER CS)","","case","5lb","lb",5,Each,"unit"
