SKU,Item Name,Vendor Code,Purchase UOM,Pack Size,Inventory UOM,Conversion Factor,Measure Type,Recipe UOM
485637,"Domaine Leflaive, Puligny Montrachet 2022 750ml","485637","each","750ml","ml",750,Volume,"oz"
WNJOHDOMAIN02,"Domaine Priguz Pour De Vigne Blanc 12x750ml Bt 2022","","case","1ea","ea",1,Volume,"oz"
WNJOHDOMAIN02,"Domaine Priguz Pour De Vigne Blanc 12x750ml Bt 2022","","bottle","750mL","mL",750,Volume,"oz"
WNJOHDOMAIN,"Domaine Sauzet Bourgogne Blanc 12x750ml Bt 2023","","bottle","750mL","mL",750,Volume,"oz"
WNJOHDOMAIN,"Domaine Sauzet Bourgogne Blanc 12x750ml Bt 2023","","case","1ea","ea",1,Volume,"oz"
IT12743,"Dominique Lafon, 'Champs Gains', Puligny Montrachet 2023 750ml","12743","case","6/750mL","mL",152.163,Volume,"oz"
IT12783,"Dominique Lafon, 'Lurets', Volnay 2023 750ml","12783","case","6/750mL","mL",152.163,Volume,"oz"
IT12773,"Dominique Lafon, Volnay 2023 750ml","12773","case","12/750mL","mL",304.326,Volume,"oz"
593467,"Dominus 2020 750ml","593467","case","6/750ml","ml",4500,Volume,"oz"
IT625970,"Dominus 2021 750ml","625970","bottle","750mL","mL",25.3605,Volume,"oz"
IT625970,"Dominus 2021 750ml","625970","case","6/750mL","mL",152.163,Volume,"oz"
IT9763784,"DRC, Echezeaux 2022 750ml","9763784","bottle","750mL","mL",25.3605,Volume,"oz"
IT9763772,"DRC, Grands Echezeaux 2022 750ml","9763772","bottle","750mL","mL",25.3605,Volume,"oz"
IT9763774,"DRC, La Tache 2022 750ml","9763774","bottle","750mL","mL",25.3605,Volume,"oz"
IT9763774,"DRC, La Tache 2022 750ml","9763774","bottle","750mL","mL",25.3605,Volume,"oz"
IT9366009,"DRC, Richebourg 2016 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT9366009,"DRC, Richebourg 2016 750ml","9366009","bottle","750mL","mL",25.3605,Volume,"oz"
IT9763773,"DRC, Richebourg 2022 750ml","9763773","bottle","750mL","mL",25.3605,Volume,"oz"
IT9361991,"DRC, Romanee St. Vivant 2016 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT9361991,"DRC, Romanee St. Vivant 2016 750ml","9361991","bottle","750mL","mL",25.3605,Volume,"oz"
IT9763775,"DRC, Romanee St. Vivant 2022 750ml","9763775","bottle","750mL","mL",25.3605,Volume,"oz"
IT9744521,"Duckhorn, Merlot 2022 750ml","9744521","case","12/750mL","mL",304.326,Volume,"oz"
DJC3401123,"Dujac, '1er Cru', Morey St Denis 2023 750ml","DJC3401123","bottle","750mL","mL",25.3605,Volume,"oz"
DJC3401123,"Dujac, '1er Cru', Morey St Denis 2023 750ml","DJC3401123","bottle","750mL","mL",25.3605,Volume,"oz"
DJC2301123,"Dujac, 'Combettes', Puligny Montrachet 2023 750ml","DJC2301123","case","6/750mL","mL",152.163,Volume,"oz"
DJC2201123,"Dujac, 'Folatieres', Puligny Montrachet 2023 750ml","DJC2201123","case","6/750mL","mL",152.163,Volume,"oz"
DJC3902923E,"Dujac, Clos de la Roche 2023 750ml","DJC3902923E","bottle","750mL","mL",25.3605,Volume,"oz"
DJC3104523,"Dujac, Morey St Denis 2023 1.5L","DJC3104523","bottle","1.5L","L",50.721,Volume,"oz"
DJC3104523,"Dujac, Morey St Denis 2023 1.5L","","bottle","1.5L","L",50.721,Volume,"oz"
491367,"DuMol, 'Charles Heintz - Isobel', Chardonnay 2022 750ml","491367","case","6/750ml","ml",4500,Volume,"oz"
DM13CIS1,"DuMol, 'Charles Heintz - Isobel', Chardonnays 2013 1.5L","DM13CIS1","each","1.5l","l",1.5,Volume,"oz"
DM16CHEST2,"DuMol, 'Estate', Chardonnay 2016 750ml","DM16CHEST2","each","750ml","ml",750,Volume,"oz"
IT9746901,"DuMol, 'Estate', Chardonnay 2022 750ml","9746901","case","6/750mL","mL",152.163,Volume,"oz"
DM15PRV2,"DuMol, 'Wester Reach', Pinot Noir 2015 750ml","DM15PRV2","each","750ml","ml",750,Volume,"oz"
476853,"DuMol, 'Wester Reach', Pinot Noir 2022 750ml","476853","case","6/750ml","ml",4500,Volume,"oz"
DM13PAD1,"DuMol, 'Wildrose', Pinot Noir 203 1.5L","DM13PAD1","each","1.5l","l",1.5,Volume,"oz"
DM14SJR2,"DuMol, Syrah 2014 750ml","DM14SJR2","each","750ml","ml",750,Volume,"oz"
WA48216,"Echo de Lynch Bages 2016 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WA48216,"Echo de Lynch Bages 2016 750ml","WA482-16","bottle","750mL","mL",25.3605,Volume,"oz"
AG2275,"Eisele Vineyard, 'Altagracia', Cabernet Sauvignons 2022 750ml","AG2275","each","750ml","ml",750,Volume,"oz"
SB2375,"Eisele Vineyard, Sauvignon Blanc 2023 750ml","SB2375","each","750ml","ml",750,Volume,"oz"
WNRNDEISELE,"Eisele VYD CAB 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDEISELE,"Eisele VYD CAB 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPEISELE,"Eisele VYD CAB 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPEISELE,"Eisele VYD CAB 750ML","","case","1ea","ea",1,Volume,"oz"
WNGENGATOSA,"El Gato, Sauvignon Blanc 2023 750ml","Sales","case","12/750mL","mL",304.326,Volume,"oz"
IT481700,"Elena Walch, Pinot Grigio 2023 750ml","481700","case","12/750mL","mL",304.326,Volume,"oz"
IT506969,"Elena Walch, Pinot Grigio 2024 750ml","506969","case","12/750mL","mL",304.326,Volume,"oz"
IT506969,"Elena Walch, Pinot Grigio 2024 750ml","9759888","bottle","750mL","mL",25.3605,Volume,"oz"
EF2188,"Ellman Famil Vineyards, 'Brother's Blend', Red Wine 2021 750ml","EF2188","each","750ml","ml",750,Volume,"oz"
EF23SBCR6,"Ellman Family Vineyards, 'Caryn' Sauvignon Blanc 2023 750ml","EF23SBCR6","case","6/750ml","ml",4500,Volume,"oz"
EF21ES3,"Ellman Family Vineyards, Cabernet Sauvignon 2021 750ml","EF21ES3","each","750ml","ml",750,Volume,"oz"
WNRNDELVIOC,"Elvio Cogno Barolo Bric Pian Sopra 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDELVIOC,"Elvio Cogno Barolo Bric Pian Sopra 750ML","","case","1ea","ea",1,Volume,"oz"
EMORORDD750,"Emilio Moro Ribera del Duero 750ml","63246","bottle","750mL","mL",25.3605,Volume,"oz"
EMOROMALL750,"Emilio Moro Ribera del Duero Malleolus de Sanchomatin 750ml","63934","bottle","750mL","mL",750,Volume,"oz"
IT30318601,"Emilio Moro, 'La Revelia', Godello 2021 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT30318601,"Emilio Moro, 'La Revelia', Godello 2021 750ml","30318601","case","6/750mL","mL",152.163,Volume,"oz"
IT30331071,"Emilio Moro, 'Malleolus', Ribera del Duero 2022 750ml","654314","bottle","750mL","mL",25.3605,Volume,"oz"
IT30331071,"Emilio Moro, 'Malleolus', Ribera del Duero 2022 750ml","30331071","case","12/750mL","mL",304.326,Volume,"oz"
IT30297125,"Emilio Moro, Godello 2019 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT30297125,"Emilio Moro, Godello 2019 750ml","30297125","bottle","750mL","mL",25.3605,Volume,"oz"
IT625037,"Entourage Rose 750ml","059376812","bottle","750mL","mL",25.3605,Volume,"oz"
IT625037,"Entourage Rose 750ml","625037","case","12/750mL","mL",304.326,Volume,"oz"
1922146,"Etienne Sauzet, 'Jardin du Calvaire', Bourgogne Cotes de Beaune 2022 750ml","1922146","case","12/750ml","ml",9000,Volume,"oz"
IT1223146,"Etienne Sauzet, Bourgogne Blanc 2023 750ml","1223146","case","12/750mL","mL",304.326,Volume,"oz"
WNRNDCARILL01,"F Carillon Chassagne Montrachet 12x750ml Bt 2020 Upc: Prem#1","","bottle","750mL","mL",750,Volume,"oz"
WNRNDCARILL01,"F Carillon Chassagne Montrachet 12x750ml Bt 2020 Upc: Prem#1","","case","1ea","ea",1,Volume,"oz"
WNRNDCARILL,"F Carillon Puligny Montrachet Folatieres 12x750ml Bt 2019","","bottle","750mL","mL",750,Volume,"oz"
WNRNDCARILL,"F Carillon Puligny Montrachet Folatieres 12x750ml Bt 2019","","case","1ea","ea",1,Volume,"oz"
WNJOHCARTSO,"F Cartson Chassagne Montrachet 12x750ml Bt 2019","","case","1ea","ea",1,Volume,"oz"
WNJOHCARTSO,"F Cartson Chassagne Montrachet 12x750ml Bt 2019","","bottle","750mL","mL",750,Volume,"oz"
IT9732853,"Faiveley, 'Clos Rochette', Mercurey Blanc 2022 1.5L","9732853","bottle","1.5L","L",50.721,Volume,"oz"
IT9732853,"Faiveley, 'Clos Rochette', Mercurey Blanc 2022 1.5L","9732853","case","3/1.5L","L",152.163,Volume,"oz"
IT621748,"Far Niente Chardonnay 2023 750ml","621748","case","12/750mL","mL",304.326,Volume,"oz"
IT628121,"Faust, Cabernet Sauvignon 2021 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT628121,"Faust, Cabernet Sauvignon 2021 750ml","628121","case","12/750mL","mL",304.326,Volume,"oz"
IT628123,"Faust, Cabernet Sauvignon 2022 1.5L","628123","bottle","1.5L","L",50.721,Volume,"oz"
628121,"Faust, Cabernet Sauvignon 2022 750ml","628121","case","12/750ml","ml",9000,Volume,"oz"
WNGENFAUSTC,"Faust, Cabernet Sauvignon 2022 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENFAUSTC,"Faust, Cabernet Sauvignon 2022 750ml","628121","case","12/750mL","mL",304.326,Volume,"oz"
IT9240533,"Felsina, 'Cru Rancia', Chianti Classico 2009 750ml","9240533","case","6/750mL","mL",152.163,Volume,"oz"
IT9397782,"Felsina, 'Cru Rancia', Chianti Classico 2011 750ml","9397782","case","6/750mL","mL",152.163,Volume,"oz"
IT9769877,"Felsina, 'Cru Rancia', Chianti Classico 2017 1.5L","9769877","case","3/1.5L","L",152.163,Volume,"oz"
IT169452,"Felsina, 'Cru Rancia', Chianti Classico 2019 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT169452,"Felsina, 'Cru Rancia', Chianti Classico 2019 750ml","169452","case","6/750mL","mL",152.163,Volume,"oz"
IT9759329,"Felsina, 'Cru Rancia', Chianti Classico 2020 750ml","9759329","case","6/750mL","mL",152.163,Volume,"oz"
WNGENFELSIN,"Felsina, 'Fontalloro', Toscana IGT 2011 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT9397778,"Felsina, 'Fontalloro', Toscana IGT 2012 750ml","9397778","case","6/750mL","mL",152.163,Volume,"oz"
WNBEAFIRMIN,"Firmin Dezat, Sancerre 2023 750ml","","case","12/750mL","mL",304.326,Volume,"oz"
WNREPFISELE,"Fisele VYD CAB 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPFISELE,"Fisele VYD CAB 750ML","28375A","bottle","750mL","mL",750,Volume,"oz"
WNREPFISELE,"Fisele VYD CAB 750ML","03975A","bottle","750mL","mL",750,Volume,"oz"
IT654789,"Flowers, 'Seaview Ridge', Pinot Noir 2023 750ml","654789","case","6/750mL","mL",152.163,Volume,"oz"
IT631508,"Flowers, Chardonnay 2023 750ml","631508","case","12/750mL","mL",304.326,Volume,"oz"
IT600202,"Flowers, Pinot Noir 2022 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT600202,"Flowers, Pinot Noir 2022 750ml","600202","case","12/750mL","mL",304.326,Volume,"oz"
IT628166,"Flowers, Pinot Noir 2023 750ml","628166","case","12/750mL","mL",304.326,Volume,"oz"
WNREPFLUIDC,"Fluid Cosmo Bordeaux Prix Ferme 6 Pack + 14 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPFLUIDC,"Fluid Cosmo Bordeaux Prix Ferme 6 Pack + 14 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPFLUIDI,"Fluidité Cosmo Bardel Prem 6p+14 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPFLUIDI,"Fluidité Cosmo Bardel Prem 6p+14 750ML","","case","1ea","ea",1,Volume,"oz"
WNJOHFONTAN,"Fontana Freelda Chianti Classico Gr Sel Vigna Di Fontalle 12x750ml Bt 2019","","case","1ea","ea",1,Volume,"oz"
WNJOHFONTAN,"Fontana Freelda Chianti Classico Gr Sel Vigna Di Fontalle 12x750ml Bt 2019","","each","1each","each",1,Volume,"oz"
D36,"Fortemasso, 'Castelletto', Barolo Riserva 2016 750ml","D3-6","bottle","750mL","mL",25.3605,Volume,"oz"
WNREPFORTUN,"Fortuna Tesón CAB Sauvignon 14 750ML","34704979","bottle","750mL","mL",750,Volume,"oz"
WNREPFORTUN,"Fortuna Tesón CAB Sauvignon 14 750ML","06121B","bottle","750mL","mL",750,Volume,"oz"
WNREPFORTUN,"Fortuna Tesón CAB Sauvignon 14 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPFORTUN01,"Fortuna Teson Cabernet Warrior +14 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPFORTUN01,"Fortuna Teson Cabernet Warrior +14 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDFORTUN,"Fortunate SON CAB Oaknot #14 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDFORTUN,"Fortunate SON CAB Oaknot #14 750ML","","case","1ea","ea",1,Volume,"oz"
IT641745,"Fortunate Son, 'The Diplomat', Cabernet Sauvignon 2021 750ml","641745","bottle","750mL","mL",25.3605,Volume,"oz"
IT641745,"Fortunate Son, 'The Diplomat', Cabernet Sauvignon 2021 750ml","641745","case","6/750mL","mL",152.163,Volume,"oz"
Do-20524102,"Fourrier, 'Combe Moine', Gevrey Chambertin 2023 750ml","Do-20524102","case","2/750ml","ml",1500,Volume,"oz"
DO20524102,"Fourrier, 'Combe Moine', Gevrey Chambertin 2023 750ml","Do-20524102","case","2/750mL","mL",50.721,Volume,"oz"
DO20524134,"Fourrier, Chambolle Musigny 2023 750ml","Do-20524134","bottle","750mL","mL",25.3605,Volume,"oz"
DO20524118,"Fourrier, Gevrey Chambertin 2023 750ml","Do-20524118","case","6/750mL","mL",152.163,Volume,"oz"
FXN3201022,"Foxen, Pinot Noir 2022 750ml","FXN3201022","case","12/750mL","mL",304.326,Volume,"oz"
FXN3201023,"Foxen, Pinot Noir 2023 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
FXN3201023,"Foxen, Pinot Noir 2023 750ml","FXN3201023","case","12/750mL","mL",304.326,Volume,"oz"
WNJOHVAJRAB,"G.D Vajra Barolo Bricco Delle Viole 6x750ml Bt 2021","","case","1ea","ea",1,Volume,"oz"
WNJOHVAJRAB,"G.D Vajra Barolo Bricco Delle Viole 6x750ml Bt 2021","","bottle","750mL","mL",750,Volume,"oz"
WNJOHVAJRAL,"G.d. Vajra Luigi Baudana Barolo Serralunga 12x750ml Bt 2021","","case","1ea","ea",1,Volume,"oz"
WNJOHVAJRAL,"G.d. Vajra Luigi Baudana Barolo Serralunga 12x750ml Bt 2021","","bottle","750mL","mL",750,Volume,"oz"
VA910M,"G.D. Vajra, 'Albe' Barolo 2010 1.5L","VA910M","case","6/1.5L","L",304.326,Volume,"oz"
IT9VAF20,"G.D. Vajra, 'Albe', Barolo 2020 750ml","9VAF20","case","12/750mL","mL",304.326,Volume,"oz"
IT30332959,"G.D. Vajra, 'Albe', Barolo 2021 750ml","30332959","case","12/750mL","mL",304.326,Volume,"oz"
IT30333162,"G.D. Vajra, Barbera d'Alba 2024 750ml","30333162","case","12/750mL","mL",304.326,Volume,"oz"
IT30333162,"G.D. Vajra, Barbera d'Alba 2024 750ml","30333162","bottle","750mL","mL",25.3605,Volume,"oz"
IT9766819,"Gaja, 'Dagromis', Barolo 2021 750ml","9766819","bottle","750mL","mL",25.3605,Volume,"oz"
IT9766819,"Gaja, 'Dagromis', Barolo 2021 750ml","9766819","case","6/750mL","mL",152.163,Volume,"oz"
IT9740313,"Gaja, 'Sito Moresco', Langhe Rosso 2022 750ml","9740313","case","6/750mL","mL",152.163,Volume,"oz"
IT9760373,"Gaja, Barbaresco 2022 750ml","9760373","bottle","750mL","mL",25.3605,Volume,"oz"
IT9760373,"Gaja, Barbaresco 2022 750ml","","case","1ea","ea",1,Volume,"oz"
WA98322,"Gauffroy, 'Les Referts', Puligny Montrachet 2022 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WA98322,"Gauffroy, 'Les Referts', Puligny Montrachet 2022 750ml","WA983-22","bottle","750mL","mL",25.3605,Volume,"oz"
WNREPGEORGE,"Georges Mes Les St Georges 1ER 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPGEORGE,"Georges Mes Les St Georges 1ER 750ML","","case","1ea","ea",1,Volume,"oz"
WNJOHGERARD,"Gerard Boulay Sancerre Blanc 12x750ml Bt 2024","","case","1ea","ea",1,Volume,"oz"
WNJOHGERARD,"Gerard Boulay Sancerre Blanc 12x750ml Bt 2024","","bottle","750mL","mL",750,Volume,"oz"
IT481187,"Giuliana Prosecco 750ml","481187","bottle","750mL","mL",25.3605,Volume,"oz"
IT481187,"Giuliana Prosecco 750ml","481187","case","12/750mL","mL",304.326,Volume,"oz"
WNREPGLOBUS,"Globus Ned Les St. George, 1ER 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPGLOBUS,"Globus Ned Les St. George, 1ER 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNGENGRAVET,"Gravette de Certan 2019 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT617025,"Gros Freres, Echezeaux 2020 750ml","617025","bottle","750mL","mL",25.3605,Volume,"oz"
WNREPGUIGAL,"Guigal CDP Blanc 750ML (2019)","","bottle","750mL","mL",750,Volume,"oz"
WNREPGUIGAL,"Guigal CDP Blanc 750ML (2019)","","case","1ea","ea",1,Volume,"oz"
WNRNDHAMCLV,"Ham/cl Vineyard Cabernet Pours The Coast 2018 (this Is Prem Only)","","bottle","750mL","mL",750,Volume,"oz"
WNRNDHAMCLV,"Ham/cl Vineyard Cabernet Pours The Coast 2018 (this Is Prem Only)","","case","1ea","ea",1,Volume,"oz"
WNJOHHANZEL,"Hanzell Estate Chardonnay 6x750ml Bt 2021","","case","1ea","ea",1,Volume,"oz"
WNJOHHANZEL,"Hanzell Estate Chardonnay 6x750ml Bt 2021","","bottle","750mL","mL",750,Volume,"oz"
IT548828,"Heavensake “Urakasumi” Junmai Daiginjo 720ml","548828","case","6/720mL","mL",146.0765,Volume,"oz"
IT953261,"Heavensake, 'Konishi 12' Junmai 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT953261,"Heavensake, 'Konishi 12' Junmai 750ml","953261","case","6/750mL","mL",152.163,Volume,"oz"
591435,"Heitz, 'Lot C-91', Cabernet Sauvignon 2018 750ml","591435","case","6/750ml","ml",4500,Volume,"oz"
IT591435,"Heitz, 'Lot C-91', Cabernet Sauvignon 2018 750ml","591435","case","6/750mL","mL",152.163,Volume,"oz"
653864,"Heitz, Cabernet Sauvignon 2021 750ml","653864","case","12/750ml","ml",9000,Volume,"oz"
IT653864,"Heitz, Cabernet Sauvignon 2021 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT653864,"Heitz, Cabernet Sauvignon 2021 750ml","653864","case","12/750mL","mL",304.326,Volume,"oz"
HBG1201024,"Henri Bourgeois, 'Cote Monts Damnes', Sancerre 2024 750ml","HBG1201024","bottle","750mL","mL",25.3605,Volume,"oz"
HBG1201023,"Henri Bourgeois, 'Monts Damnes', Sancerre 2023 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
HBG1201023,"Henri Bourgeois, 'Monts Damnes', Sancerre 2023 750ml","HBG1201023","case","12/750mL","mL",304.326,Volume,"oz"
WA99523MG,"Henri Magnien, 'Les Champeaux', Gevrey Chambertin 1.5L","WA995-23 MG","bottle","1.5L","L",50.721,Volume,"oz"
1146440-C06,"Hetszolo, '5 Puttonyos', Tokaji 2010 500ml","1146440-C06","each","500ml","ml",500,Volume,"oz"
WNRNDHIMONT,"Himont Acre CAB Grand VIG R-14 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDHIMONT,"Himont Acre CAB Grand VIG R-14 750ML","","case","1ea","ea",1,Volume,"oz"
USHIR2023,"Hirsch Vineyards, 'The Bohan Dillon', Pinot Noir 2023 750ml","USHIR2023","case","12/750ml","ml",9000,Volume,"oz"
HG23SB75,"Hourglass, Sauvignon Blancs 2023 750ml","HG23SB75","case","12/750mL","mL",304.326,Volume,"oz"
WNREPHUNDRE01,"Hundred Acre Cab Winemaking Napa+ 14 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPHUNDRE01,"Hundred Acre Cab Winemaking Napa+ 14 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPHUNDRE02,"Hundred Acre Cabernet Sauvignon 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPHUNDRE02,"Hundred Acre Cabernet Sauvignon 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPHUNDRE,"Hundred Acre Cabernet Winery Napa 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPHUNDRE,"Hundred Acre Cabernet Winery Napa 750ML","","case","1ea","ea",1,Volume,"oz"
BT914B,"I Stefanini, Soave 2024 750ml","BT914B","case","12/750mL","mL",304.326,Volume,"oz"
IT583040,"Il Poggione, Brunello di Montalcino 2018 750ml","583040","case","6/750mL","mL",152.163,Volume,"oz"
IT625429,"Il Poggione, Brunello di Montalcino 2019 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT625429,"Il Poggione, Brunello di Montalcino 2019 750ml","625429","case","6/750mL","mL",152.163,Volume,"oz"
IT524713,"J. de Villebois, Sancerre 2024 750ml","524713","case","12/750mL","mL",304.326,Volume,"oz"
IT9116885,"Jermann, 'Vintage Tunina', Bianco 2021 750ml","9116885","case","6/750mL","mL",152.163,Volume,"oz"
IT9719730,"Jermann, 'Vintage Tunina', Bianco 2022 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT9719730,"Jermann, 'Vintage Tunina', Bianco 2022 750ml","9719730","case","6/750mL","mL",152.163,Volume,"oz"
IT9724509,"Jermann, Pinot Grigio 2023 750ml","9724509","case","12/750mL","mL",304.326,Volume,"oz"
IT9759858,"Jermann, Pinot Grigio 2024 750ml","9759858","case","12/750mL","mL",304.326,Volume,"oz"
IT640861,"Joseph Phelps, 'Insignia', Red Blend 2021 750ml","640861","bottle","750mL","mL",25.3605,Volume,"oz"
IT679017,"Joseph Phelps, 'Insignia', Red Blend 2022 750ml","679017","case","6/750mL","mL",152.163,Volume,"oz"
679017,"Joseph Phelps, 'Insignia', Red Blend 2022 750ml","679017","case","6/750ml","ml",4500,Volume,"oz"
IT657001,"Joseph Phelps, Cabernet Sauvignon 2022 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT657001,"Joseph Phelps, Cabernet Sauvignon 2022 750ml","657001","case","6/750mL","mL",152.163,Volume,"oz"
USKIS1023,"Kistler, 'Les Noisetiers', Chardonnay 750ml","USKIS1023","case","12/750mL","mL",304.326,Volume,"oz"
USKIS3022,"Kistler, 'Vine Hill', Chardonnay 2022 750ml","USKIS3022","case","12/750mL","mL",304.326,Volume,"oz"
IT634459,"Krug, 'Grande Cuvee', Brut Champagne 750ml","634459","case","6/750mL","mL",152.163,Volume,"oz"
IT1466,"La Caudrina, Moscato 2023 750ml","1466","case","12/750mL","mL",304.326,Volume,"oz"
IT60933,"La Rioja Alta, '904 Gran Reserva', Rioja 2015 750ml","60933","bottle","750mL","mL",25.3605,Volume,"oz"
IT648053,"La Scolca, 'Black Label', Gavi dei Gavi 2023 750ml","648053","case","12/750mL","mL",304.326,Volume,"oz"
IT635867,"Ladoucette, Pouilly Fume 2023 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT635867,"Ladoucette, Pouilly Fume 2023 750ml","635867","case","12/750mL","mL",304.326,Volume,"oz"
WNREPLAROCH,"Laroche Chablis Haff 750ML (2023)","","bottle","750mL","mL",750,Volume,"oz"
WNREPLAROCH,"Laroche Chablis Haff 750ML (2023)","","case","1ea","ea",1,Volume,"oz"
IT30313670,"Laurent Perrier, 'Grand Siecle - 26th Edition', Champagne 750ml","30313670","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENPETITV,"Le Petit Vauthier, Saint Emilion 2015 750ml","1146758-B06","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENPETITV,"Le Petit Vauthier, Saint Emilion 2015 750ml","1146758-B06","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENPETITV,"Le Petit Vauthier, Saint Emilion 2015 750ml","1146758-B06","case","6/750mL","mL",152.163,Volume,"oz"
108366,"Le Ragnaie, 'Casa Montisoli', Brunello di Montalcino 2020 750ml","108366","case","6/750ml","ml",4500,Volume,"oz"
108364,"Le Ragnaie, 'Vecchie Vigne', Brunello di Montalcino 2020 750ml","108364","case","6/750ml","ml",4500,Volume,"oz"
108362,"Le Ragnaie, Brunello di Montalcino 2020 750ml","108362","case","12/750ml","ml",9000,Volume,"oz"
WNRNDLEONAC,"Leona CAB Diamond NTN #14 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDLEONAC,"Leona CAB Diamond NTN #14 750ML","","case","1ea","ea",1,Volume,"oz"
WNRNDLEONEL,"Leonel Harte Ann Brunello 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDLEONEL,"Leonel Harte Ann Brunello 750ML","","case","1ea","ea",1,Volume,"oz"
IT621184,"Leviathan 2022 750ml","621184","case","12/750mL","mL",304.326,Volume,"oz"
IT593938,"Leviathian, Red Blend 2021 750ml","593938","case","12/750mL","mL",304.326,Volume,"oz"
WNJOHLIEUDI,"Lieu Dit Sauvignon Blanc 12x750ml Bt 2023","","each","1each","each",1,Volume,"oz"
WNJOHLIEUDI,"Lieu Dit Sauvignon Blanc 12x750ml Bt 2023","","case","1ea","ea",1,Volume,"oz"
